pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_duration,dist_meters,wait_sec,pDayofWeek,pYear,pMonth,pHour,avg_speed,pdate,holiday,weekend
-78.478839138,-0.19208871200000197,-78.470745344,-0.168822403999998,851.0,3876.0,415.0,3.0,2017.0,3.0,10.0,16.0,2017-03-30,0,0
-78.4873973029479,-0.17527653841516,-78.4876181975432,-0.17488726938580698,68988.0,61.0,16.0,2.0,2017.0,3.0,3.0,0.0,2017-03-29,0,0
-78.45891908273249,-0.162904447773892,-78.471307927991,-0.164098769751685,1009.0,3120.0,513.0,3.0,2017.0,3.0,10.0,11.0,2017-03-30,0,0
-78.4791476777848,-0.20007270936708,-78.4854498,-0.17533084400000198,920.0,3606.0,497.0,3.0,2017.0,3.0,10.0,14.0,2017-03-30,0,0
-78.4591979270655,-0.162707765411508,-78.4870167171674,-0.17651511362411998,1439.0,4673.0,794.0,3.0,2017.0,3.0,11.0,12.0,2017-03-30,0,0
-78.499010394,-0.17005732199999102,-78.491390488355,-0.19157924874460197,1156.0,3238.0,633.0,3.0,2017.0,3.0,11.0,10.0,2017-03-30,0,0
-78.47679526006179,-0.0956025707978341,-78.50452125995109,-0.0857075744655058,983.0,6846.0,324.0,3.0,2017.0,3.0,11.0,25.0,2017-03-30,0,0
-78.5013846294157,-0.208800170093978,-78.50363234,-0.20516000000002202,382.0,723.0,237.0,3.0,2017.0,3.0,12.0,7.0,2017-03-30,0,0
-78.45917189431259,-0.16266892734876098,-78.4846676329525,-0.13356471764485,1542.0,5471.0,113.0,3.0,2017.0,3.0,12.0,13.0,2017-03-30,0,0
-78.5035831546393,-0.205359526134029,-78.45004668,-0.112823320000006,2995.0,18370.0,812.0,3.0,2017.0,3.0,12.0,22.0,2017-03-30,0,0
-78.4843511875,-0.151936587500012,-78.51218810819671,-0.221690285245899,2068.0,8896.0,594.0,3.0,2017.0,3.0,12.0,15.0,2017-03-30,0,0
-78.4591442271103,-0.16269938531664302,-78.488245340618,-0.19158410521788102,865.0,5352.0,350.0,3.0,2017.0,3.0,2.0,22.0,2017-03-30,0,0
-78.4591442271103,-0.16269938531664302,-78.488245340618,-0.19158410521788102,865.0,5352.0,350.0,3.0,2017.0,3.0,2.0,22.0,2017-03-30,0,0
-78.4832659679737,-0.144959768812132,-78.48073037655409,-0.126210748365897,248.0,2113.0,34.0,3.0,2017.0,3.0,2.0,31.0,2017-03-30,0,0
-78.463348145548,-0.16327636936941,-78.47330784,-0.133513919999998,902.0,5222.0,333.0,3.0,2017.0,3.0,2.0,21.0,2017-03-30,0,0
-78.4800894894572,-0.122008477461186,-78.474246948,-0.111910512000007,426.0,1666.0,189.0,3.0,2017.0,3.0,2.0,14.0,2017-03-30,0,0
-78.5082560693875,-0.211670156488367,-78.49927247056999,-0.20053127650722102,1011.0,2389.0,347.0,3.0,2017.0,3.0,3.0,9.0,2017-03-30,0,0
-78.4590942239056,-0.16257982735144,-78.47857876,-0.17703022000001103,1044.0,3440.0,547.0,3.0,2017.0,3.0,3.0,12.0,2017-03-30,0,0
-78.4840038690105,-0.158452361788287,-78.46998732,-0.146741000000005,544.0,2333.0,250.0,3.0,2017.0,3.0,3.0,15.0,2017-03-30,0,0
-78.5023617440095,-0.133778454817571,-78.5130867502046,-0.12547867249018402,12364.0,2778.0,43.0,3.0,2017.0,3.0,1.0,1.0,2017-03-30,0,0
-78.4901903809928,-0.170780535199284,-78.49954059999999,-0.19458514000001603,543.0,2941.0,179.0,3.0,2017.0,3.0,4.0,19.0,2017-03-30,0,0
-78.5524234186243,-0.274620732010583,-78.5345937910364,-0.257577502046061,519.0,3762.0,99.0,1.0,2017.0,3.0,8.0,26.0,2017-03-28,0,0
-78.5607706064415,-0.28338995061825295,-78.542961104,-0.28103340200002197,582.0,3154.0,172.0,3.0,2017.0,3.0,5.0,20.0,2017-03-30,0,0
-78.497925875344,-0.13325580810719098,-78.4864778625326,-0.18084113029511803,7646.0,6111.0,373.0,3.0,2017.0,3.0,3.0,3.0,2017-03-30,0,0
-78.4615611565193,-0.162149168243634,-78.4820754021964,-0.207234732985674,1611.0,5733.0,174.0,3.0,2017.0,3.0,4.0,13.0,2017-03-30,0,0
-78.4766558833832,-0.17188341790720602,-78.471873598813,-0.16659844554895498,227.0,967.0,69.0,3.0,2017.0,3.0,5.0,15.0,2017-03-30,0,0
-78.5118545897334,-0.123938502138217,-78.5117315503865,-0.19060130024885102,922.0,8652.0,27.0,3.0,2017.0,3.0,5.0,34.0,2017-03-30,0,0
-78.5400212375947,-0.271083879181613,-78.5204446497089,-0.243858774246585,704.0,4943.0,170.0,3.0,2017.0,3.0,5.0,25.0,2017-03-30,0,0
-78.5092233991028,-0.23568039316736103,-78.50044240383559,-0.204077656986305,1250.0,5789.0,421.0,3.0,2017.0,3.0,5.0,17.0,2017-03-30,0,0
-78.4852806686043,-0.17604994691511103,-78.47285964,-0.15431637800001402,930.0,3446.0,410.0,3.0,2017.0,3.0,6.0,13.0,2017-03-30,0,0
-78.485045044138,-0.172049630925245,-78.48452313132479,-0.24090270020741,2890.0,12674.0,1041.0,3.0,2017.0,3.0,5.0,16.0,2017-03-30,0,0
-78.4700285551963,-0.15418879998357,-78.473311478,-0.158723436000007,193.0,834.0,61.0,3.0,2017.0,3.0,6.0,16.0,2017-03-30,0,0
-78.48468687,-0.15308380199999802,-78.498448279853,-0.161745829926478,1706.0,6588.0,730.0,3.0,2017.0,3.0,6.0,14.0,2017-03-30,0,0
-78.4926005,-0.20611479999999802,-78.4865557335889,-0.205778456694852,258.0,892.0,141.0,3.0,2017.0,3.0,6.0,12.0,2017-03-30,0,0
-78.4733380782192,-0.158760100958895,-78.47046187,-0.166902276000016,1075.0,2528.0,659.0,3.0,2017.0,3.0,6.0,8.0,2017-03-30,0,0
-78.4610181,-0.162820580000006,-78.4807580819331,-0.187745196922532,3587.0,8500.0,2258.0,3.0,2017.0,3.0,6.0,9.0,2017-03-30,0,0
-78.4784045048959,-0.189167038994875,-78.48243848898541,-0.19672352696690198,342.0,2401.0,24.0,3.0,2017.0,3.0,7.0,25.0,2017-03-30,0,0
-78.49699479773709,-0.20058514371116,-78.45962787855021,-0.162678257349424,1250.0,7131.0,526.0,3.0,2017.0,3.0,6.0,21.0,2017-03-30,0,0
-78.48776692,-0.201457819999996,-78.4907355402405,-0.183741141750259,663.0,3758.0,271.0,3.0,2017.0,3.0,7.0,20.0,2017-03-30,0,0
-78.5000517905505,-0.19679988917432897,-78.48381546600001,-0.219736884000008,608.0,4080.0,82.0,3.0,2017.0,3.0,7.0,24.0,2017-03-30,0,0
-78.4858186006447,-0.17708602058983497,-78.48543446,-0.19277278000001397,203.0,1817.0,44.0,3.0,2017.0,3.0,7.0,32.0,2017-03-30,0,0
-78.487553346,-0.212816926000012,-78.5028930820548,-0.22913641410961103,465.0,3283.0,65.0,3.0,2017.0,3.0,7.0,25.0,2017-03-30,0,0
-78.5066483186931,-0.221959955619572,-78.5038839148299,-0.214656434761915,262.0,1065.0,103.0,3.0,2017.0,3.0,8.0,15.0,2017-03-30,0,0
-78.48535316817,-0.19299802808310002,-78.4964022727962,-0.19928112731845105,2054.0,9635.0,791.0,3.0,2017.0,3.0,7.0,17.0,2017-03-30,0,0
-78.4960295703087,-0.198727535476474,-78.49724772,-0.20041390000001102,261.0,1334.0,77.0,3.0,2017.0,3.0,8.0,18.0,2017-03-30,0,0
-78.45959195546021,-0.096259557199833,-78.438850469798,-0.0713218633850308,1282.0,7822.0,108.0,3.0,2017.0,3.0,8.0,22.0,2017-03-30,0,0
-78.48154617182429,-0.106710086276464,-78.508433039588,-0.11784741558917802,48583.0,5043.0,3866.0,3.0,2017.0,3.0,7.0,0.0,2017-03-30,0,0
-78.4979157425063,-0.15108912019292903,-78.496587,-0.15784834000000303,82.0,772.0,1.0,3.0,2017.0,3.0,8.0,34.0,2017-03-30,0,0
-78.4878712387233,-0.189054243923266,-78.50167909999999,-0.209472819999996,541.0,3433.0,161.0,3.0,2017.0,3.0,8.0,23.0,2017-03-30,0,0
-78.493005427686,-0.18463345272726603,-78.47221651,-0.18969897599999902,592.0,3386.0,148.0,3.0,2017.0,3.0,8.0,21.0,2017-03-30,0,0
-78.48501792043909,-0.19045524176097697,-78.4881157138376,-0.186624464944626,1138.0,3904.0,531.0,3.0,2017.0,3.0,8.0,12.0,2017-03-30,0,0
-78.48798508083681,-0.190123872469179,-78.4897599992895,-0.165332893605671,711.0,4039.0,233.0,3.0,2017.0,3.0,8.0,20.0,2017-03-30,0,0
-78.4806681038865,-0.17661604795791,-78.5099160721429,-0.213374139285721,1100.0,6750.0,322.0,3.0,2017.0,3.0,9.0,22.0,2017-03-30,0,0
-78.4586065566104,-0.10459649859957698,-78.48379617,-0.166198312739737,1275.0,10788.0,302.0,3.0,2017.0,3.0,9.0,30.0,2017-03-30,0,0
-78.49864869698959,-0.108601936684748,-78.4709681714882,-0.172930642858849,1366.0,9879.0,238.0,3.0,2017.0,3.0,9.0,26.0,2017-03-30,0,0
-78.48405713580529,-0.19401255834298997,-78.48583608,-0.19461937999999698,663.0,1271.0,124.0,3.0,2017.0,3.0,9.0,7.0,2017-03-30,0,0
-78.48586112,-0.193153540000006,-78.4751832994644,-0.190268572695057,472.0,2031.0,204.0,3.0,2017.0,3.0,9.0,15.0,2017-03-30,0,0
-78.48242796592541,-0.185838140577178,-78.48105813537741,-0.186059148113193,167.0,196.0,103.0,3.0,2017.0,3.0,9.0,4.0,2017-03-30,0,0
-78.4909946084205,-0.20037097273232002,-78.4939416868217,-0.202424378664632,765.0,4827.0,212.0,3.0,2017.0,3.0,10.0,23.0,2017-03-30,0,0
-78.48103409999999,-0.186069500000019,-78.47759596630459,-0.0921511478599934,2079.0,13873.0,720.0,3.0,2017.0,3.0,9.0,24.0,2017-03-30,0,0
-78.4870823163817,-0.17586273684211903,-78.49402394,-0.11111056000001401,1178.0,9432.0,243.0,3.0,2017.0,3.0,10.0,29.0,2017-03-30,0,0
-78.48415718,-0.11980567999998,-78.464665188469,-0.291646649789982,4310.0,41932.0,616.0,3.0,2017.0,3.0,10.0,35.0,2017-03-30,0,0
-78.4715873329275,-0.173202486786163,-78.47255859999999,-0.17400986000000399,1798.0,5526.0,1072.0,4.0,2017.0,3.0,6.0,11.0,2017-03-31,0,0
-78.5323211637476,-0.24049321429618303,-78.47518432,-0.164013020000008,2090.0,13184.0,468.0,4.0,2017.0,3.0,6.0,23.0,2017-03-31,0,0
-78.4753518945307,-0.17659468196598002,-78.47671602,-0.17566343999999803,121.0,234.0,73.0,4.0,2017.0,3.0,6.0,7.0,2017-03-31,0,0
-78.5078170256384,-0.220515112327739,-78.48362466,-0.233948660000018,1091.0,4849.0,488.0,4.0,2017.0,3.0,6.0,16.0,2017-03-31,0,0
-78.47672344,-0.175651899999999,-78.46743992,-0.144025639999995,884.0,4409.0,808.0,4.0,2017.0,3.0,6.0,18.0,2017-03-31,0,0
-78.5031803668715,-0.145155883189826,-78.50225531124259,-0.197660430177536,1541.0,8495.0,591.0,4.0,2017.0,3.0,6.0,20.0,2017-03-31,0,0
-78.5116259218168,-0.12855473256831698,-78.50503851742799,-0.20435496321210803,2712.0,18632.0,841.0,4.0,2017.0,3.0,6.0,25.0,2017-03-31,0,0
-78.48632087560759,-0.17996711134224802,-78.485083452,-0.17286885999999602,144.0,802.0,62.0,4.0,2017.0,3.0,7.0,20.0,2017-03-31,0,0
-78.4808734152567,-0.18504153288093,-78.48578173726409,-0.191099609433966,295.0,1967.0,62.0,4.0,2017.0,3.0,7.0,24.0,2017-03-31,0,0
-78.505565077659,-0.22561751112430603,-78.50361834,-0.20524500000002696,1279.0,3237.0,659.0,4.0,2017.0,3.0,7.0,9.0,2017-03-31,0,0
-78.4856687928395,-0.19084630764736998,-78.4757057699622,-0.163382287583621,487.0,3654.0,145.0,4.0,2017.0,3.0,7.0,27.0,2017-03-31,0,0
-78.4728044246,-0.16383981410089998,-78.48606412,-0.174516819999994,491.0,2590.0,175.0,4.0,2017.0,3.0,7.0,19.0,2017-03-31,0,0
-78.4997345268454,-0.120257837693605,-78.48972866,-0.148096460000004,717.0,3818.0,240.0,4.0,2017.0,3.0,8.0,19.0,2017-03-31,0,0
-78.5126107932019,-0.127040824601782,-78.49791768,-0.127125639999989,784.0,3528.0,379.0,4.0,2017.0,3.0,8.0,16.0,2017-03-31,0,0
-78.50371429443149,-0.205254784092603,-78.54334334,-0.269029660000018,2875.0,10708.0,1205.0,4.0,2017.0,3.0,7.0,13.0,2017-03-31,0,0
-78.4861273295018,-0.206956869667882,-78.45920826176459,-0.162476517480658,1210.0,7211.0,329.0,4.0,2017.0,3.0,8.0,21.0,2017-03-31,0,0
-78.47284531457,-0.163811203543536,-78.4879773427806,-0.189023311224087,1341.0,4157.0,745.0,4.0,2017.0,3.0,8.0,11.0,2017-03-31,0,0
-78.488190115328,-0.190697872945912,-78.49059466,-0.199428120000003,239.0,1040.0,87.0,4.0,2017.0,3.0,8.0,16.0,2017-03-31,0,0
-78.4982504324894,-0.14599220293102402,-78.485526811908,-0.175156968098158,1454.0,4592.0,685.0,4.0,2017.0,3.0,8.0,11.0,2017-03-31,0,0
-78.4617519148472,-0.162101061528889,-78.4707652293567,-0.160500633046429,446.0,1518.0,210.0,4.0,2017.0,3.0,8.0,12.0,2017-03-31,0,0
-78.4895864691839,-0.19909902048764497,-78.503789092074,-0.18315748309115898,744.0,3158.0,274.0,4.0,2017.0,3.0,8.0,15.0,2017-03-31,0,0
-78.51810043859841,-0.0971500542862511,-78.4703689958905,-0.10373815380344698,1186.0,9513.0,215.0,4.0,2017.0,3.0,8.0,29.0,2017-03-31,0,0
-78.5031719452822,-0.18396849902182102,-78.492390916464,-0.188307381988662,272.0,1314.0,134.0,4.0,2017.0,3.0,9.0,17.0,2017-03-31,0,0
-78.523198428573,-0.22101716061645899,-78.5072501026541,-0.243190396402533,868.0,5119.0,250.0,4.0,2017.0,3.0,8.0,21.0,2017-03-31,0,0
-78.4733048,-0.17887996000000897,-78.472209268073,-0.17169078075143698,578.0,1135.0,380.0,4.0,2017.0,3.0,9.0,7.0,2017-03-31,0,0
-78.49387618650951,-0.192429519566151,-78.4910547183673,-0.19358578061225398,373.0,1585.0,118.0,4.0,2017.0,3.0,9.0,15.0,2017-03-31,0,0
-78.47522096,-0.172636519999971,-78.4756086871718,-0.174173026753695,109.0,179.0,54.0,4.0,2017.0,3.0,9.0,6.0,2017-03-31,0,0
-78.4909824319648,-0.19357172038066,-78.49504718334,-0.184127175689665,445.0,1579.0,214.0,4.0,2017.0,3.0,9.0,13.0,2017-03-31,0,0
-78.4862464349665,-0.17015324094214,-78.4829864489716,-0.210722315603469,1546.0,5670.0,782.0,4.0,2017.0,3.0,8.0,13.0,2017-03-31,0,0
-78.42745306399999,-0.19706036999999801,-78.4367828084615,-0.196861269230779,271.0,1269.0,128.0,4.0,2017.0,3.0,9.0,17.0,2017-03-31,0,0
-78.49071076173571,-0.19325618145553,-78.493754567364,-0.18424548110215697,574.0,1686.0,296.0,4.0,2017.0,3.0,9.0,11.0,2017-03-31,0,0
-78.48159566794041,-0.212192153401679,-78.475662390786,-0.174421389195879,888.0,4776.0,198.0,4.0,2017.0,3.0,9.0,19.0,2017-03-31,0,0
-78.47560634,-0.174206379999994,-78.48041424,-0.0977603600000041,2012.0,10172.0,825.0,4.0,2017.0,3.0,9.0,18.0,2017-03-31,0,0
-78.5097981041185,-0.12714437703270598,-78.49344232,-0.10227900000001,690.0,4498.0,110.0,4.0,2017.0,3.0,9.0,23.0,2017-03-31,0,0
-78.490489145205,-0.10715743846911699,-78.49107225991091,-0.11032098503484401,206.0,359.0,2.0,4.0,2017.0,3.0,9.0,6.0,2017-03-31,0,0
-78.49456374233671,-0.19338556426972603,-78.48893858,-0.197047639999994,463.0,1151.0,265.0,4.0,2017.0,3.0,9.0,9.0,2017-03-31,0,0
-78.4924669167102,-0.19556307679435297,-78.48785644,-0.18819772000002202,471.0,1483.0,229.0,4.0,2017.0,3.0,10.0,11.0,2017-03-31,0,0
-78.47557266,-0.139959559999977,-78.47700586,-0.13941006000000597,103.0,234.0,49.0,4.0,2017.0,3.0,10.0,8.0,2017-03-31,0,0
-78.4717914569248,-0.165828399451034,-78.4812213888775,-0.17875602520409603,758.0,2684.0,370.0,4.0,2017.0,3.0,10.0,13.0,2017-03-31,0,0
-78.4886242710332,-0.18916823635191002,-78.47949087656829,-0.177912691697416,856.0,2715.0,381.0,4.0,2017.0,3.0,10.0,11.0,2017-03-31,0,0
-78.47702029999999,-0.139388499999991,-78.47886935787591,-0.181928823508345,1354.0,5099.0,1244.0,4.0,2017.0,3.0,10.0,14.0,2017-03-31,0,0
-78.4837669740316,-0.175420944045926,-78.4797776303798,-0.164962087974694,343.0,1270.0,17.0,4.0,2017.0,3.0,10.0,13.0,2017-03-31,0,0
-78.4815064331557,-0.19864089100984197,-78.48379776775958,-0.202651513086063,315.0,829.0,179.0,4.0,2017.0,3.0,10.0,9.0,2017-03-31,0,0
-78.4933486541561,-0.137338333013553,-78.4944302463658,-0.126540257408703,657.0,2577.0,260.0,4.0,2017.0,3.0,10.0,14.0,2017-03-31,0,0
-78.4949320723016,-0.126550456890218,-78.4970438110187,-0.126867869022887,401.0,1436.0,146.0,4.0,2017.0,3.0,11.0,13.0,2017-03-31,0,0
-78.46825462690121,-0.129709731318461,-78.49172208,-0.17133710000002,1425.0,6520.0,530.0,4.0,2017.0,3.0,10.0,16.0,2017-03-31,0,0
-78.48187743,-0.19240602600000198,-78.4782977294969,-0.18884277964780602,860.0,1410.0,362.0,4.0,2017.0,3.0,11.0,6.0,2017-03-31,0,0
-78.47781973025971,-0.19490344953247302,-78.50288553600001,-0.18590031799999698,1354.0,4953.0,593.0,4.0,2017.0,3.0,11.0,13.0,2017-03-31,0,0
-78.47026642162021,-0.15808910163105402,-78.47787729145391,-0.17646595620088398,716.0,2556.0,266.0,4.0,2017.0,3.0,11.0,13.0,2017-03-31,0,0
-78.4306922486252,-0.0883666796872544,-78.4288189029945,-0.0879962335381653,10397.0,39969.0,2649.0,4.0,2017.0,3.0,9.0,14.0,2017-03-31,0,0
-78.4802486860032,-0.17812422524727803,-78.472608,-0.168435939999995,756.0,2064.0,488.0,4.0,2017.0,3.0,12.0,10.0,2017-03-31,0,0
-78.5013397239052,-0.21135899936020397,-78.501548,-0.202562000000016,563.0,1261.0,300.0,4.0,2017.0,3.0,12.0,8.0,2017-03-31,0,0
-78.4722697508408,-0.163882444266732,-78.48041485,-0.1739502349642,661.0,2067.0,324.0,4.0,2017.0,3.0,12.0,11.0,2017-03-31,0,0
-78.4795303471879,-0.169105885185199,-78.46938292,-0.100447099999991,1471.0,8955.0,533.0,4.0,2017.0,3.0,12.0,22.0,2017-03-31,0,0
-78.5164338,-0.2447927,-78.5164318203594,-0.244875831905297,13082.0,4603.0,1187.0,4.0,2017.0,3.0,9.0,1.0,2017-03-31,0,0
-78.48443867719891,-0.1948215763272,-78.47537008,-0.17375815999997998,2273.0,3576.0,1582.0,4.0,2017.0,3.0,1.0,6.0,2017-03-31,0,0
-78.42340353584059,-0.102594294441703,-78.4225269998287,-0.104398360958917,2082.0,326.0,2033.0,4.0,2017.0,3.0,1.0,1.0,2017-03-31,0,0
-78.4738253972278,-0.127590287815497,-78.4746371314286,-0.127108757142881,15501.0,204.0,308.0,4.0,2017.0,3.0,10.0,0.0,2017-03-31,0,0
-78.48986294720459,-0.199688999971621,-78.5050586237001,-0.22169848857891802,5851.0,11687.0,3799.0,4.0,2017.0,3.0,1.0,7.0,2017-03-31,0,0
-78.48033482,-0.172663680000006,-78.4962413978495,-0.204934824731193,1135.0,4713.0,529.0,4.0,2017.0,3.0,2.0,15.0,2017-03-31,0,0
-78.4648551324688,-0.12220051789234199,-78.45990696,-0.140628100000004,380.0,2747.0,17.0,4.0,2017.0,3.0,2.0,26.0,2017-03-31,0,0
-78.4747095885961,-0.15728180351505802,-78.47784241571779,-0.17634145987897,647.0,2667.0,325.0,4.0,2017.0,3.0,4.0,15.0,2017-03-31,0,0
-78.5052199297467,-0.22255907797105898,-78.4996435782271,-0.195319403085615,4851.0,4626.0,3685.0,4.0,2017.0,3.0,3.0,3.0,2017-03-31,0,0
-78.5141432146895,-0.128653161410335,-78.50251034,-0.119636659999997,6281.0,2701.0,30.0,4.0,2017.0,3.0,3.0,2.0,2017-03-31,0,0
-78.47822436982601,-0.178225656608676,-78.4902229113503,-0.207872554563519,892.0,4030.0,226.0,4.0,2017.0,3.0,5.0,16.0,2017-03-31,0,0
-78.5124588828415,-0.122470402651506,-78.49161168,-0.10475334000000698,542.0,3568.0,158.0,4.0,2017.0,3.0,5.0,24.0,2017-03-31,0,0
-78.4971635805393,-0.126898511918854,-78.5141650054795,-0.21058293835618302,22369.0,11366.0,66.0,4.0,2017.0,3.0,11.0,2.0,2017-03-31,0,0
-78.47632696546391,-0.181878039948464,-78.48772728,-0.19853720000001301,1072.0,2509.0,630.0,4.0,2017.0,3.0,5.0,8.0,2017-03-31,0,0
-78.48907715080271,-0.175373862286351,-78.5209984161017,-0.272164356678104,3728.0,16908.0,1182.0,4.0,2017.0,3.0,5.0,16.0,2017-03-31,0,0
-78.4785992380821,-0.186408905896967,-78.46709928,-0.16571874000000597,759.0,2707.0,284.0,4.0,2017.0,3.0,6.0,13.0,2017-03-31,0,0
-78.4745146492115,-0.173869794987844,-78.47544994,-0.176443160000012,187.0,772.0,54.0,4.0,2017.0,3.0,6.0,15.0,2017-03-31,0,0
-78.5104995612728,-0.130590702009609,-78.489203,-0.10279466000001701,1077.0,5886.0,398.0,4.0,2017.0,3.0,6.0,20.0,2017-03-31,0,0
-78.48975658394309,-0.10955386963815801,-78.502289,-0.10844602000000801,498.0,2559.0,43.0,4.0,2017.0,3.0,6.0,18.0,2017-03-31,0,0
-78.51998541392209,-0.24565624045082,-78.5163692887591,-0.21593515326843102,1007.0,4904.0,253.0,4.0,2017.0,3.0,6.0,18.0,2017-03-31,0,0
-78.5260538482193,-0.270760310298374,-78.49493707159759,-0.20361559349111602,3008.0,14759.0,160.0,4.0,2017.0,3.0,6.0,18.0,2017-03-31,0,0
-78.4906258496023,-0.171659747671332,-78.49799982,-0.16078305999998802,7840.0,2418.0,177.0,4.0,2017.0,3.0,5.0,1.0,2017-03-31,0,0
-78.499340899186,-0.16196355295287,-78.50198976,-0.159023179999988,99.0,581.0,4.0,4.0,2017.0,3.0,7.0,21.0,2017-03-31,0,0
-78.50248240917841,-0.12393098945132303,-78.5022561706854,-0.123658355822905,1625.0,46.0,18.0,4.0,2017.0,3.0,7.0,0.0,2017-03-31,0,0
-78.48569453945741,-0.17695354890272402,-78.4885481640136,-0.113661600167899,2222.0,9111.0,862.0,4.0,2017.0,3.0,7.0,15.0,2017-03-31,0,0
-78.4714696640959,-0.0958611921649681,-78.502623422,-0.12750867400000498,1822.0,9035.0,617.0,4.0,2017.0,3.0,7.0,18.0,2017-03-31,0,0
-78.4867591831079,-0.18292118989181103,-78.4785922242861,-0.20164558909398297,810.0,5254.0,208.0,4.0,2017.0,3.0,8.0,23.0,2017-03-31,0,0
-78.46088940912371,-0.100583539909077,-78.4586874493878,-0.104477156530629,4847.0,29072.0,1725.0,4.0,2017.0,3.0,8.0,22.0,2017-03-31,0,0
-78.4793452985164,-0.176777678093526,-78.4657489168792,-0.137220420402694,1085.0,5652.0,440.0,4.0,2017.0,3.0,9.0,19.0,2017-03-31,0,0
-78.51352248075979,-0.0941572291404353,-78.5020279235238,-0.12546955767459197,1108.0,4950.0,44.0,4.0,2017.0,3.0,9.0,16.0,2017-03-31,0,0
-78.4794422860043,-0.17734895496760997,-78.4964451523238,-0.139429432083975,1034.0,5754.0,371.0,4.0,2017.0,3.0,9.0,20.0,2017-03-31,0,0
-78.4591469517637,-0.103464131426627,-78.439165278,-0.149557990000004,919.0,9168.0,47.0,5.0,2017.0,4.0,12.0,36.0,2017-04-01,0,1
-78.5222887,-0.253997900000006,-78.55560516762091,-0.29407505304587706,981.0,7444.0,420.0,5.0,2017.0,4.0,5.0,27.0,2017-04-01,0,1
-78.48926163920741,-0.102622812308607,-78.479164904,-0.073156613999994,907.0,6913.0,362.0,5.0,2017.0,4.0,5.0,27.0,2017-04-01,0,1
-78.5147720675485,-0.242895310769474,-78.5205084234962,-0.21950798566059698,638.0,4527.0,123.0,5.0,2017.0,4.0,5.0,26.0,2017-04-01,0,1
-78.50481188,-0.18767087999999,-78.50424598,-0.188407800000008,171.0,150.0,128.0,5.0,2017.0,4.0,6.0,3.0,2017-04-01,0,1
-78.5042082328246,-0.188370545521481,-78.4760125346848,-0.167713583996357,889.0,7247.0,244.0,5.0,2017.0,4.0,6.0,29.0,2017-04-01,0,1
-78.491819991618,-0.19131413038813,-78.49109269325841,-0.18915890171677302,37.0,266.0,2.0,5.0,2017.0,4.0,6.0,26.0,2017-04-01,0,1
-78.5029762116008,-0.15909193111799,-78.47681768,-0.116257660000008,967.0,8129.0,223.0,5.0,2017.0,4.0,6.0,30.0,2017-04-01,0,1
-78.4910217602785,-0.18896523063084197,-78.47608102,-0.169182900000005,695.0,4601.0,228.0,5.0,2017.0,4.0,6.0,24.0,2017-04-01,0,1
-78.49989799831721,-0.105326140080811,-78.5187187893232,-0.0979891386473822,521.0,3695.0,52.0,5.0,2017.0,4.0,7.0,26.0,2017-04-01,0,1
-78.4994795242373,-0.116196242372899,-78.4931821165137,-0.142976475430233,478.0,3548.0,61.0,5.0,2017.0,4.0,6.0,27.0,2017-04-01,0,1
-78.48321529962041,-0.162118750317168,-78.483612246,-0.163909014000002,49.0,204.0,21.0,5.0,2017.0,4.0,7.0,15.0,2017-04-01,0,1
-78.46017763286041,-0.0999482831831586,-78.453557738,-0.0336715700000002,1394.0,15479.0,190.0,5.0,2017.0,4.0,7.0,40.0,2017-04-01,0,1
-78.48040487183941,-0.193400143950083,-78.4800621462754,-0.201666416311922,335.0,2093.0,68.0,5.0,2017.0,4.0,7.0,22.0,2017-04-01,0,1
-78.5149265871258,-0.0972313161629862,-78.4868711025758,-0.158381361212135,1336.0,10844.0,172.0,5.0,2017.0,4.0,7.0,29.0,2017-04-01,0,1
-78.50384571931819,-0.156230574167948,-78.50344732,-0.159408340000013,1631.0,4791.0,926.0,5.0,2017.0,4.0,7.0,11.0,2017-04-01,0,1
-78.503479429373,-0.15934086325005897,-78.50540068,-0.160097660000024,113.0,301.0,34.0,5.0,2017.0,4.0,7.0,10.0,2017-04-01,0,1
-78.503479429373,-0.15934086325005897,-78.50540068,-0.160097660000024,113.0,301.0,34.0,5.0,2017.0,4.0,7.0,10.0,2017-04-01,0,1
-78.4607994202258,-0.136899138108164,-78.48261888443321,-0.14746601893693,542.0,3662.0,136.0,5.0,2017.0,4.0,7.0,24.0,2017-04-01,0,1
-78.5049949634377,-0.15998830084414403,-78.50500799999999,-0.134103999999998,496.0,4034.0,66.0,5.0,2017.0,4.0,8.0,29.0,2017-04-01,0,1
-78.53843447146271,-0.325862995437388,-78.53827848,-0.26194158000001,2111.0,12268.0,670.0,2.0,2017.0,3.0,9.0,21.0,2017-03-29,0,0
-78.46410638815841,-0.145758161748214,-78.48504186,-0.20269496000000398,1533.0,8031.0,657.0,5.0,2017.0,4.0,8.0,19.0,2017-04-01,0,1
-78.4579035609552,-0.0809161556685505,-78.50351934,-0.175905659999999,1460.0,14989.0,262.0,5.0,2017.0,4.0,8.0,37.0,2017-04-01,0,1
-78.5161963925293,-0.259942447011283,-78.5065096294379,-0.228962331587867,789.0,4924.0,143.0,5.0,2017.0,4.0,8.0,22.0,2017-04-01,0,1
